Gene	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
KIR3DL2	12.2458	10.5791	7.59574	22.0604	14.1669	9.25105	13.1648	9.92645	30.0312	214.491	511.294	1163.92	11.3889	9.60889	28.0155	13.7678	10.6414	9.63754	17.2002	14.7244	13.6424	20.0196
KIRREL	15.5289	13.7066	28.1314	34.2335	26.7835	9.69458	12.9556	23.9529	171.466	30.4286	18.2087	12.139	13.6408	10.8753	22.7438	37.9632	14.3057	11.3119	42.1158	19.7889	34.1017	15.7432
KLRB1	119.573	241.325	39.3735	8818.27	317.566	10026.2	500.689	4477.73	1260	12634.6	12957.4	5576.72	90.2462	26.6851	33.3991	13.5124	94.7988	37.0021	37.4871	72.1378	276.44	322.616
KLRC3	13.8407	44.6164	9.097	724.776	13.1886	32.0205	12.4117	5.44255	47.2092	586.938	1485.99	662.143	12.5856	6.24598	14.4442	9.75315	18.6764	9.44773	8.28115	15.2143	34.5013	8.77366
KLRC4	68.2502	85.0751	24.4663	218.175	48.8011	17.6763	22.2069	9.62447	33.7634	124.802	205.178	119.985	20.0549	24.9315	17.061	6.45883	10.409	5.35637	14.1484	12.2503	4.90098	44.4641
KLRD1	204.007	170.206	244.549	1670.27	75.7836	207.881	155.962	149.026	59.9991	3580.07	7278.15	6195.93	81.0215	53.1724	62.8912	75.6389	88.9547	61.7902	69.9817	47.9637	58.5005	195.37
KLRF1	153.15	198.61	112.864	851.188	21.9077	127.237	37.0575	13.0244	8.5397	4962.36	10475.8	5911.21	100.115	41.2904	76.1597	182.536	75.1535	65.0283	69.5823	59.5979	107.025	121.908
KLRG1	1351.16	1076.36	482.771	3859.15	467.472	1939.94	275.52	283.204	373.325	4631.81	1700.86	912.267	305.447	270.204	253.101	148.566	250.08	224.202	1310.19	1313.33	448.571	605.395
KLRK1	670.271	280.471	77.8429	8228.46	353.846	276.246	69.1446	105.149	44.3235	5199.52	8790.5	5454.73	78.9162	44.1476	38.5609	62.472	71.212	47.2592	88.0196	77.9887	441.42	246.444
KRT18P50	23.9704	28.1515	87.8165	23.808	44.1209	22.8749	18.7122	30.4705	73.2104	162.088	23.747	16.9179	58.2063	20.1811	56.9721	20.1721	10.0553	51.6255	14.9773	18.0863	163.038	68.388
KYNU	296.299	573.255	97.4243	45.9486	41.3564	39.2061	27.3782	22.7438	128.328	117.086	70.0715	66.7065	858.745	3089.35	6316.57	1059.12	1973.6	7308.58	132.062	327.691	62.4804	100.109
LAG3	36.2957	8.73253	10.1479	521.321	6.26463	175.186	999.694	1296.73	656.821	884.936	139.854	23.5043	7.92284	6.75909	1427.7	97.6772	20.8602	215.174	12.7599	22.3277	5.07071	8.17094
LAIR2	424.479	238.183	166.955	1078.39	212.523	371.034	81.4305	234.346	3022.38	1320.82	1596.84	1637.52	103.003	85.5472	207.881	88.7396	96.2269	78.26	85.2787	114.867	376.255	260.851
LAMP3	47.2828	46.6682	128.432	134.784	120.927	160.305	368.632	165.584	264.04	132.201	210.826	418.71	38.7623	316.777	17116.2	113.141	1014.14	23356.3	81.9463	130.06	540.571	320.923
LAT	157.413	133.151	111.423	3224.98	5669.61	3282.26	1447.74	8480.62	3200.7	2738.32	1722.58	1262.25	239.583	603.686	162.813	181.953	205.265	218.747	3738.76	2477.47	405.703	209.655
LCK	337.44	327.11	40.8098	8763.86	8948.35	7786.12	4042.38	9578.94	6736.74	4299.61	3604.57	2808.16	80.7588	64.4552	25.9955	22.8597	43.7917	57.6156	33.896	20.8497	245.233	186.869
LEF1	30.9082	28.4866	56.4812	1204.84	2704.72	1154.22	412.928	495.873	364.873	144.343	115.193	115.853	12.5416	11.5183	11.8316	15.8062	11.6118	16.851	20.3309	18.4944	107.146	31.2755
LHCGR	154.689	195.379	59.3994	9.89745	24.4663	8.2558	5.59882	9.41974	139.09	126.934	21.7148	26.0678	11.4701	31.7589	23.0381	22.0316	20.6374	21.3168	31.7528	22.2362	51.2502	82.9157
LILRA2	20.8819	19.9715	13.2373	20.1625	27.3986	18.0226	13.57	14.6382	11.5879	151.849	101.395	38.7717	1764.82	852.08	317.686	220.179	135.314	67.5687	133.875	107.11	283.331	2439.78
LILRA3	7.15304	6.78733	5.58379	9.02114	28.1127	6.05262	7.38294	5.62515	40.7209	19.253	20.3795	12.1019	880.457	53.464	973.175	154.52	27.0561	394.948	37.5755	18.2534	81.141	117.46
LILRA4	33.0212	111.708	65.087	24.7782	17.4575	57.8488	18.4317	9.66943	500.191	40.0153	19.4983	18.1212	65.6877	44.4159	92.5041	38.5861	34.1614	31.1841	15.2038	8.33105	15.6327	63.1084
LILRB2	30.8866	28.114	15.5661	25.5742	6.64639	9.99668	9.08561	12.4368	61.8982	357.619	201.72	36.0903	3344.12	541.407	4796.5	1185.83	250.193	291.791	334.358	328.451	1013.35	2905.94
LIME1	23.9209	43.8231	1021.39	1287.73	995.055	1225.6	171.907	801.887	383.174	666.809	181.478	47.4626	78.1625	41.8288	34.537	50.3354	42.4277	48.5118	45.0411	104.288	52.5652	79.5383
LINC00597	15.983	18.3267	7.21404	6.84173	60.4387	3.68102	3.72054	33.9572	12.935	65.4169	128.014	72.7276	23.1863	11.3705	87.5607	126.347	7.57251	6.36978	68.9801	313.742	142.381	20.7146
LINC00921	675.122	227.587	145.596	132.811	40.6441	146.144	22.7915	103.312	71.6171	70.8828	116.246	70.4734	69.038	21.4857	43.4735	70.7971	21.8107	30.6908	24.9314	87.9466	427.588	287.71
LOC100130100	19.8475	28.7509	7525.22	23.0508	19.1205	16.0978	15.8681	17.1674	12.2361	17.1419	10.3529	14.7091	16.1383	13.761	15.9312	14.6144	16.1139	15.3566	18.8119	13.0601	15.5716	17.2301
LOC126987	135.569	103.543	195.695	72.4532	106.312	91.2817	101.197	23.6017	749.8	23.7671	86.3773	76.6222	68.1921	49.25	120.128	101.406	85.3483	91.8998	52.8221	25.0177	72.2632	91.2733
LRMP	2106.84	2947.59	1042.75	631.913	861.661	327.499	185.186	2003.33	135.969	613.08	1245.63	436.58	1048.68	155.304	38.7994	773.492	535.906	114.675	727.18	621.283	6331.43	3231.63
LST1	29.9842	20.9442	39.9482	520.378	264.602	332.373	131.1	36.8714	71.2982	1394.2	672.959	291.322	5975.19	2191.48	2243.55	2286.08	3691.09	946.6	1225	1641.97	4186.04	9953.02
LTA	11.6811	12.0153	12.6027	21.1657	258.388	27.6975	2867.61	524.477	138.299	13.2819	24.1884	2880.86	12.5162	12.5287	114.104	14.982	14.6004	12.8246	12.9561	17.7881	26.3185	16.8352
LTB	10351.6	12117.9	106.629	9829.72	13247.6	12009.4	5257.45	9725.14	17485.2	3372.61	1009.91	16862.2	321.356	127.317	116.286	161.002	184.548	112.061	222.259	400.906	2136.99	5458.25
LTC4S	61.1296	25.9438	66.325	132.358	77.1189	78.4084	50.0922	112.515	13.4889	117.934	162.857	97.9755	91.8755	110.095	145.925	581.669	224.329	67.023	1156.12	1035.92	595.916	114.193
LY86	6947.98	7763.97	815.009	382.952	398.872	198.552	176.744	208.498	379.337	1584.31	243.116	224.076	5218.06	1832.78	1246.62	6395.57	1997.21	601.102	297.421	221.121	654.471	691.785
LY9	289.073	607.834	552.034	1310.96	1851.72	1298.43	51.0458	979.013	199.263	1132.32	271.973	28.5058	30.0009	34.0146	28.2941	252.28	74.1775	32.7997	53.626	25.9837	71.6093	59.9381
MAGEA11	22	32.7273	33.6952	20.7278	9.27233	46.8193	31.4907	14.268	78.552	84.0851	19.8797	10.0097	5.93275	8.16545	6.8817	5.47357	12.4408	7.14547	5.96527	28.6909	54.7214	18.0576
MAK	20.1135	20.289	15.0571	8.15219	13.4413	9.82298	40.9239	13.8407	9.96012	22.075	11.4715	14.9579	24.8142	11.767	40.7237	106.23	13.8301	54.0124	27.9095	58.2589	356.324	1120.13
MAN1A1	293.526	262.019	4141.04	239.418	96.3643	219.425	337.677	280.633	242.052	294.362	381.991	308.664	205.526	541.541	493.866	534.806	366.549	444.627	641.745	519.595	169.353	662.108
MANEA	3.43659	17.6022	658.341	52.6888	48.3642	63.6155	343.197	85.7472	33.2363	24.982	72.1721	132.973	67.0997	120.266	81.6927	117.008	111.352	130.22	87.129	34.1284	4.4502	3.04754
MAP3K13	5.15251	4.88791	10.4581	7.38196	8.88663	6.38254	7.50078	4.94511	9.2449	6.50203	7.17607	6.29263	7.05178	7.23932	37.0841	7.84308	7.96423	195.751	5.5452	6.09872	7.76688	7.9937
MAP4K1	48.65	923.459	201.465	1721.22	2431.5	1387.56	1231.7	4278.45	2031.18	1550.1	747.315	451.449	317.967	25.6081	31.1039	367.271	58.9839	23.1068	361.742	310.298	272.973	35.1823
MAP4K2	10.6504	12.6324	8.42736	17.706	144.696	20.0115	85.1934	16.9815	32.1151	10.7797	11.1254	10.4329	12.042	15.0538	9.05087	11.5998	11.2841	11.2268	8.80753	10.1335	10.8278	12.2408
MAP9	10.2984	13.0837	8.28887	93.4008	96.1573	25.3052	55.7452	64.4808	22.3117	3.35357	37.6368	43.7102	1.42101	2.14073	2.38782	3.78524	2.57433	2.77256	2.77825	2.81567	8.73923	2.7384
MARCH3	611.985	264.942	286.095	78.875	110.899	78.5953	79.7366	183.641	205.257	85.7698	190.571	194.257	103.566	175.875	328.074	56.5487	138.056	125.251	1744.53	2814.29	1152.38	205.075
MARCO	9.0294	10.7417	14.4685	14.4579	38.5609	10.7103	14.4917	24.0051	27.2561	12.8198	16.116	13.7294	236.736	2418.05	48.7727	117.151	17.5205	15.1549	14.2287	26.6154	21.0621	14.6427
MAST1	9.25105	14.9058	845.849	6.64017	10.1849	8.22026	11.1463	19.1803	18.8545	8.10348	10.7148	7.64466	8.49261	7.33323	9.15145	8.53329	7.34003	7.65439	28.7744	20.8472	15.6	23.9864
MBL2	59.0537	96.1266	15.6914	2.66146	21.3747	6.17151	3.59401	3.74022	133.631	38.1354	14.1521	6.33289	4.93937	9.46493	5.3981	9.19568	8.24077	23.8051	4.8729	5.57559	2.33225	21.7545
MEFV	27.2835	27.2299	14.2424	10.2958	7.22582	12.6721	8.23249	11.6576	14.7399	44.2812	19.7633	14.7683	552.712	12.4959	10.0823	9.17343	11.069	10.8642	18.0619	16.2754	21.0153	871.816
MEP1A	939.626	391.2	222.386	54.1763	22.4298	141.229	43.1304	54.9223	169.547	136.175	85.6285	89.4108	98.2613	171.933	25.4824	66.4662	186.618	321.883	25.2977	96.7027	257.504	165.37
MGAM	8.04398	5.31114	5.16682	3.96432	4.92986	6.15943	5.09235	5.7835	9.15013	48.5137	314.541	47.8752	159.713	14.1331	5.16682	5.6658	8.88169	6.62539	234.353	137.717	609.183	5009.47
MICAL3	328.982	319.773	89.2951	100.601	19.3066	126.69	131.452	93.5863	14.4332	38.7602	40.0477	117.912	15.5702	19.845	25.3579	17.8119	21.7202	22.5856	150.532	127.629	47.6824	10.6393
MMP12	746.926	488.893	163.901	79.2716	52.709	114.875	105.149	81.6927	265.139	233.258	98.1638	84.9536	95.8511	243.059	399.19	221.574	15992.5	3929.35	207.794	2823.79	241.241	296.412
MMP25	136.288	125.533	196.225	211.532	232.463	168.154	115.672	162.757	370.105	134.733	149.938	457.328	446.48	119.313	1099.92	583.938	563.306	1130.61	147.125	181.149	1253.63	4281.64
MMP9	338.944	388.106	357.975	286.914	359.615	395.42	258.478	424.479	396.894	338.895	688.249	284.13	335.43	38944	2727.98	16386.1	3188.62	2899.73	1191.48	12655.5	635.086	6429.78
MNDA	29.5032	276.079	5.02271	50.8186	9.21739	8.75053	4.5257	13.5007	38.2862	2157.23	790.372	301.321	11447.6	2609.87	4016.52	1867.62	4559.64	2133.56	2154.02	1279.19	3154.58	22598.1
MROH7	23.0552	26.7631	330.053	28.6742	29.6055	31.4907	27.5577	33.164	19.7241	52.9065	19.1112	24.8341	31.9287	30.4905	26.7234	24.0217	27.3899	29.8171	39.0897	67.8949	37.2994	35.6514
MS4A1	18085.9	17478.1	396.391	343.922	52.229	220.858	125.466	112.287	272.7	505.156	193.332	177.386	128.634	31.978	94.4906	64.1902	64.5661	122.19	80.2912	52.0939	704.401	274.659
MS4A2	151.202	187.591	119.197	108.622	99.1354	111.383	94.9203	79.2008	67.676	124.424	93.2797	69.1805	52.1772	70.5035	67.6999	68.7742	73.0631	95.0804	4441.18	2673.25	321.659	126.264
MS4A3	121.291	62.7547	60.998	80.8622	8.75053	40.4195	20.8819	35.1209	36.5391	105.015	592.617	191.135	23.5532	7.81822	20.779	38.2227	15.8738	21.2322	1963.69	893.552	1384.1	174.69
MS4A6A	1102.97	616.096	326.352	221.196	167.864	216.369	177.717	149.251	453.076	2149.72	222.71	191.823	8814.8	268.508	402.562	16167.2	3743.67	167.436	704.436	501.773	408.738	1136.62
MSC	28.9341	44.5217	115.153	78.7852	42.4125	85.709	243.575	31.9551	172.577	132.072	60.9848	42.3037	47.4679	631.845	1562.14	101.484	573.366	1844.92	63.7632	148.361	75.2824	111.475
MXD1	22.7765	22.4068	25.9603	67.1778	255.888	110.943	65.2926	148.911	94.3387	100.623	201.823	62.7533	250.016	83.1937	135.729	26.569	18.2441	247.665	27.8835	51.8774	1552.58	2389.81
MYB	365.48	297.354	123.904	648	590.59	269.624	838.001	1793.19	735.502	250.061	615.521	235.713	300.762	95.3128	78.1025	118.91	97.4474	366.991	4336.14	5021.57	3653.92	505.081
MZB1	46.8193	122.259	20117.7	42.839	70.2364	9.91497	21.7831	18.1609	65.4667	62.5158	21.7605	26.1599	24.8565	22.2707	30.4274	33.8191	23.2132	22.4117	30.7949	29.4934	52.5266	29.7963
NAALADL1	11.6232	15.794	10.5615	70.9831	207.96	147.328	20.4544	150.751	48.5703	62.4683	344.958	228.019	31.5238	14.3773	8.28887	10.2861	7.32037	17.6609	8.86794	11.2147	15.8679	15.8925
NCF2	153.496	345.136	194.191	62.3428	225.028	88.1785	60.4761	68.8116	425.69	1620.91	483.385	168.836	12280.9	15650.1	762.035	11487.9	11149.7	3147.59	956.168	1619.08	20110.6	17226.8
NCR3	152.012	792.851	42.5845	1756.08	250.102	411.611	407.223	201.404	669.218	1859.56	1482.73	3218.19	56.9457	30.8333	105.996	55.947	86.3358	33.0987	96.4754	83.5166	146.73	223.273
NFE2	6.09454	6.76898	11.8671	107.356	48.9856	33.47	7.61889	56.3807	67.6835	79.0454	134.364	82.8706	1517.64	30.5501	32.4288	110.076	12.4099	11.9599	233.716	148.196	272.887	2938.87
NIPSNAP3B	1577.98	744.774	349.55	128.037	41.7108	137.605	86.0562	79.2418	106.126	497.434	152.773	105.193	89.5717	79.7027	105.236	106.935	69.4821	124.343	207.153	142.55	153.991	331.76
NKG7	6.99477	10.3385	7.72618	8640.63	106.539	679.691	947.373	7.58219	18.5123	10086.4	13911.2	14574.7	34.6546	4.93467	217.225	6.54773	4.9613	6.55772	429.353	573.003	24.2643	13.3157
NLRP3	22.1418	20.5327	15.3784	15.3058	18.4568	48.0532	14.1784	11.6576	28.0412	51.5852	44.6026	88.8957	636.629	32.5057	37.6791	322.062	310.278	19.6889	26.8499	423.073	68.368	478.877
NMBR	507.384	573.646	242.527	45.6383	8.77366	31.0596	92.9954	20.0406	117.852	183.173	29.1551	48.0532	77.8573	49.4452	16.4218	35.1722	81.8034	17.4299	11.1989	24.638	103.947	201.752
NME8	4.03108	3.92866	3.86656	4.66239	6.42155	3.21067	3.69898	3.74022	11.9191	34.0487	253.546	13.4175	14.8253	5.97286	97.0905	422.96	24.1423	7.97883	58.475	23.3366	117.609	10.3646
NOD2	6.93252	10.1885	224.313	8.39871	8.56837	124.141	147.974	116.112	42.7854	146.631	178.258	166.062	1302.13	91.5637	2182.91	811.254	31.532	249.207	31.6866	7.93924	617.723	689.376
NOX3	12.0097	6.68283	6.67074	7.38221	8.61552	9.10729	7.48907	8.53329	5.48658	66.2489	7.47562	7.10661	11.1731	7.87797	9.7069	8.99261	6.58104	7.1391	133.312	215.579	6.27168	15.1294
NPAS1	18.2277	16.1954	27.8993	24.542	10.2527	20.7203	8.31133	8.5929	159.759	12.0898	12.1803	12.9556	14.378	15.3627	12.4957	17.3916	15.6061	15.1895	22.0496	13.7874	19.2717	23.0757
NPIPB15	1624.15	2800.24	1335.66	315.438	11.1029	753.236	217.616	262.148	1476.41	908.381	288.974	230.681	176.782	212.56	282.216	370.158	246.267	154.042	82.5556	173.876	399.875	1079.51
NPL	18.5872	15.4317	51.4356	84.1412	16.8003	77.7584	115.435	26.3219	67.9754	151.155	98.0337	113.508	856.406	1653.08	501.962	4287.54	2046.53	469.32	552.919	434.399	1095.72	2221.13
NR4A3	136.962	146.699	133.94	83.3665	117.49	96.7967	315.267	165.584	462.391	158.621	81.3748	142.727	91.301	198.742	448.709	100.485	479.801	2205.78	126.341	1237.55	4000.43	289.595
NTN3	6.56042	15.1702	21.4843	8.66871	23.2906	11.4873	28.1515	7.66803	180.394	39.585	5.96053	6.67074	8.72821	6.38705	11.6232	15.7166	5.55	7.93202	3.852	5.96859	12.8956	14.6312
NTRK1	13.57	13.7366	28.0548	10.6243	22.8422	15.0196	21.0813	9.8349	11.2707	17.7064	9.51007	13.6096	11.9146	8.11604	8.77366	8.95714	14.8742	8.22009	353.886	1165.77	24.8362	16.0578
ORC1	23.6848	41.0092	30.4705	48.7875	40.5305	49.6901	571.851	149.821	27.6705	17.566	28.1674	199.519	42.2689	50.2754	21.5309	49.3371	43.5207	20.2469	138.276	141.323	139.658	15.7046
OSM	2.05303	2.70864	2.05303	3.8234	2.3079	4.81803	45.0175	12.9436	142.651	20.5538	2.26419	172.717	4.07168	3.54071	3.12985	6.3191	10.9103	3.537	13.9468	8.40893	1657.87	188.238
P2RX1	161.725	37.9093	36.6123	180.798	168.409	119.891	110.766	142.886	70.4502	184.552	133.765	137.761	686.859	198.679	134.649	356.214	162.159	57.6301	2865.6	2193.46	1302.72	1169.4
P2RX5	9725.14	9116.67	2524.75	784.988	670.831	770.018	524.855	2876.6	725.344	1108.13	507.746	492.82	175.541	33.0503	21.6874	20.0115	37.2128	35.5353	174.366	298.992	355.902	35.4646
P2RY10	436.58	348.903	408.38	319.105	340.883	516.369	293.21	313.29	931.709	107.441	236.991	207.498	20.9578	11.3697	20.4848	16.6432	5.34076	142.707	27.3326	59.5371	1812.07	350.024
P2RY13	9.19568	35.5967	8.02048	7.47061	7.35724	6.46999	7.27466	6.98274	10.2025	233.214	76.9282	13.8149	2786.28	120.649	473.334	2965.89	25.7896	8.1943	43.7898	60.8815	1447.84	4885.26
P2RY14	1638.86	196.048	30.6985	154.861	63.1996	75.4039	76.7759	33.7444	102.953	512.625	214.645	215.228	51.7107	7.68102	21.3585	852.556	214.753	24.7276	2202.53	1476.44	9767.66	1604.24
P2RY2	11.6576	13.6019	9.90306	14.9726	11.6692	11.4155	13.3559	20.6326	10.117	12.4214	14.8344	11.915	172.181	86.5803	11.4415	9.46357	10.694	14.5935	14.4635	89.7654	944.408	20.4649
PADI4	10.8638	14.7249	16.9934	54.8131	22.0601	15.9445	24.6134	19.9229	9.85899	140.672	117.712	26.444	765.874	15.8207	17.759	12.531	21.1377	36.5802	110.349	145.704	609.723	834.179
PAQR5	23.5528	20.5251	15.541	14.1791	25.7985	15.9574	14.8817	13.0591	36.9374	28.619	16.9254	12.6962	14.2305	301.514	18.2809	17.4691	19.082	15.7695	367.64	291.659	16.3392	21.3501
PASK	513.869	628.041	674.835	1441.39	1036.99	2312.35	982.669	7489.42	1422.86	232.667	194.695	256.268	146.709	114.194	240.986	221.421	159.755	188.64	189.825	170.798	412.543	260.125
PAX7	67.6002	81.2673	281.52	23.3115	25.7303	42.5547	34.3224	37.9866	107.199	47.5768	13.9977	21.9077	38.0368	20.5506	24.2487	19.3349	32.2086	32.6891	22.8858	40.2643	82.8596	43.8946
PBXIP1	399.906	918.022	803.586	1520.32	1070.73	3186.54	192.087	1612.6	3045.59	570.958	527.87	195.077	253.475	80.0967	197.578	410.874	290.732	562.839	173.227	203.168	835.091	980.023
PCDHA5	5.12217	7.92943	11.4291	15.4359	25.9241	33.8647	7.73695	11.0217	107.68	43.8131	10.2112	11.3907	10.2896	10.5554	85.9386	8.2558	13.6417	6.04593	10.7444	6.114	10.2706	12.678
PDCD1	103.873	124.685	105.44	153.862	130.699	149.026	234.767	2598.76	263.948	208.089	128.534	122.449	153.262	114.241	134.595	133.071	111.799	122.186	130.333	95.2768	223.738	277.599
PDCD1LG2	17.2471	11.8152	12.2092	12.805	15.1059	11.0347	14.4167	8.14755	75.96	15.6681	22.0111	12.9203	14.0179	55.0451	448.874	343.439	116.374	813.79	9.97975	18.4394	72.1116	22.6252
PDE6C	0.972465	3.75128	1.47909	1.934	21.4194	6.21204	1.65886	6.60682	1.64625	6.31719	14.8988	2.38782	4.55648	3.19069	2.99219	3.50515	1.99354	10.5724	8.28162	1.11917	46.4739	2.18143
PDK1	32.8097	24.8667	1399.42	231.295	518.453	121.152	170.899	117.296	486.749	23.3703	32.9252	37.9632	25.631	126.874	131.258	121.945	96.8358	22.4736	23.6775	30.1564	571.517	43.6525
PGLYRP1	18.9082	23.3446	20.1135	9.95704	9.78903	15.629	16.084	19.7704	12.6251	16.0779	99.2742	30.4274	13.9799	13.3804	12.649	15.4787	11.0513	16.0567	237.888	262.499	752.183	1587.73
PIK3IP1	2462.09	1132.15	728.372	5245.61	5090.53	4353.54	461.309	2315.26	4814.02	1330.85	1203.07	322.61	647.754	249.271	209.465	1631.8	295.079	259.742	557.4	310.247	780.146	545.65
PKD2L2	9.7069	6.77668	24.8172	18.9053	52.0634	11.4626	23.1222	6.03929	47.3763	47.6786	10.9787	7.92416	13.3966	9.8641	12.7432	20.1135	5.88538	14.5085	160.858	48.3207	259.951	62.5623
PLA1A	35.6207	28.1193	15.1565	16.1139	16.4589	7.84308	14.268	19.9388	16.468	31.5912	25.1395	12.8487	59.3558	26.25	2799.77	14.404	38.041	647.107	48.997	43.3708	53.1552	26.0352
PLA2G7	100.732	79.0612	69.9407	24.3188	12.7667	36.5126	39.2654	37.6006	108.845	178.742	73.0994	50.3057	1290.2	10066.6	1679.06	1569.46	5706.82	5086.1	1067.95	980.108	43.5154	59.0924
PLCH2	31.9135	14.4442	32.271	26.9269	169.193	136.855	42.9338	176.084	981.148	71.6641	152.094	132.377	47.0658	31.4083	44.5041	29.6257	18.775	30.8709	36.2777	74.7392	102.883	101.447
PLEKHF1	39.9214	32.6638	301.519	884.511	341.008	508.739	485.645	919.885	373.285	1042.96	1513.84	982.2	45.5333	292.52	73.4395	33.4925	40.5843	34.5708	73.3669	281.004	61.6666	50.1118
PLEKHG3	11.3907	10.8056	11.0789	293.525	76.7344	559.742	106.629	26.0138	17.7529	927.803	855.492	317.791	417.65	137.043	590.797	180.272	25.6788	21.4213	204.776	37.6832	1449.68	1603.25
PMCH	12.4	10.595	16.5602	7.0561	12.9667	14.818	138.142	9.80066	9232.54	19.4491	6.72716	11.0903	9.49164	8.82206	6.06637	7.41776	9.76337	11.8849	10.02	32.3372	10.8105	13.4286
PNOC	4198.53	4255.8	3031.84	88.6779	64.6933	65.6942	83.0232	22.1079	82.8029	192.035	65.3665	78.1376	230.847	93.5751	42.9899	92.9954	68.4616	98.8269	62.5268	105.352	156.274	269.361
PPBP	112.73	89.8385	166.644	61.6725	65.6216	58.2388	20.8958	63.6462	117.729	476.662	37.9054	17.4957	80.4667	3754.15	230.146	292.992	91.226	211.939	78.2133	1402.08	52.0206	564.58
PPFIBP1	68.7742	10.814	17.0471	40.7662	45.8635	26.7835	19.7563	5.4591	41.7896	11.9742	21.6981	9.75315	24.457	36.4249	6.90617	11.4758	218.621	76.7271	44.2042	30.4511	8.53965	12.0558
PRF1	201.957	236.135	213.412	8182.52	847.81	2130.07	1288.37	953.501	1643.01	15440.1	26164.6	27164.5	142.749	88.716	55.1357	23.1549	67.8649	103.921	346.365	285.221	268.372	422.67
PRG2	98.8428	125.311	157.53	126.647	107.029	139.101	165.454	35.3128	68.5254	16.547	70.8192	82.7124	117.086	103.375	295.679	263.653	85.4789	89.8306	19061.4	20880.6	189.27	59.6527
PRR5L	114.465	191.972	14.2801	302.018	88.7805	230.075	127.967	56.4812	70.0695	758.374	1048.39	1138.96	109.13	36.0795	74.9309	109.086	12.1949	77.2308	335.823	374.279	432.932	183.371
PSG2	1541.92	1234.84	423.094	157.146	109.531	214.862	99.1354	80.9266	294.243	352.744	148.449	136.135	170.07	156.968	95.3014	126.992	116.271	146.261	80.5048	42.8699	61.8766	553.499
PTGDR	84.749	75.931	34.611	549.73	59.4385	135.829	56.5155	38.9319	36.9455	407.859	1627.92	2044.54	36.2589	25.255	40.9832	26.7835	32.5776	29.8008	21.2377	29.119	137.787	79.2027
PTGER2	47.3788	20.4964	21.501	2260.8	258.842	4236.41	1056.86	14.8559	2608.2	2957.93	2983	5770.13	1154.31	619.163	170.395	1754.34	584.124	826.856	460.429	892.072	501.023	183.698
PTGIR	32.0662	21.6554	30.3631	46.5103	233.246	59.6049	161.002	24.8504	1296.62	31.9775	31.0638	30.8664	482.862	37.7912	1832.07	1096.66	27.4025	1333.26	196.252	113.905	26.6106	47.1062
PTPRCAP	4113.17	4036.43	905.817	4378.93	1887.92	4607.98	1493.35	5576.72	3413.92	1703.23	3602.35	3305.99	35.7657	26.3021	18.4449	30.5122	29.6088	51.6965	42.2402	16.4595	351.605	40.9839
PTPRG	106.583	96.8888	84.3262	3.79883	4.27362	3.94927	12.6027	12.9884	154.792	67.0174	8.39063	5.59882	6.37327	9.60027	31.7526	4.70676	8.9314	18.2435	9.87267	2.9782	2.9929	109.628
PVRIG	874.709	1156.81	303.25	3978.91	2515.25	1786.8	818.474	3927.76	2477.59	4095.75	4533.06	4025.41	99.8828	68.6564	20.7645	113.369	57.3622	96.6921	87.8153	17.2273	164.347	357.655
QPCT	15.5899	25.7861	2273.28	24.0352	3.41162	22.2227	65.087	2.0118	12.203	22.4979	69.3929	48.5246	1499.93	2646.76	113.835	1278.36	1578.8	420.58	235.906	247.866	38.6778	3236.17
RAB27B	7.83161	10.4975	11.6576	25.2562	23.272	35.4335	10.7908	22.5138	68.2196	40.1399	91.1955	82.1807	6.93152	6.06258	13.5007	31.3408	13.5363	29.7332	907.939	649.757	28.8082	8.59015
RALGPS2	1597.11	1305.48	112.819	57.0268	40.2571	23.4223	36.8021	28.212	98.9013	85.4815	54.5636	32.5413	44.86	27.2458	22.0316	63.4436	37.7035	39.5414	44.0888	47.5618	56.9276	109.43
RASA3	10.5615	24.235	13.1402	270.981	156.482	327.847	24.5742	71.2289	79.6083	68.9679	212.79	65.3311	93.3435	21.3644	14.4311	115.94	17.299	12.3226	15.3721	19.0983	26.6645	19.4265
RASGRP2	5911.21	5135.51	68.8116	2427.95	4016.52	2855.39	121.34	169.599	1173.44	997.194	1363.76	256.538	759.979	41.209	120.64	102.042	65.8803	130.574	281.324	209.593	1547.79	1260.17
RASGRP3	458.36	575.453	3254.1	16.2266	28.7949	13.6687	13.7418	15.8434	93.1489	16.025	15.5115	19.0777	11.4392	735.01	552.034	1320.7	986.072	1037.51	57.225	90.1858	77.0016	15.8927
RASSF4	22.6771	18.661	15.1179	22.9819	29.2554	19.6695	23.4877	25.7631	67.8215	20.6472	228.528	146.196	672.104	591.626	3036.44	560.785	657.841	2481.69	39.5302	30.9134	15.5773	33.7739
RCAN3	46.6661	40.6645	41.2995	155.03	219.644	566.986	193.094	28.8125	332.67	28.3536	7.23561	25.0117	41.6834	54.9882	37.6006	28.6715	30.5551	106.627	6.23015	35.0728	10.9914	5.26993
